Algorithm,Accuracy,F1_Score,ROC_Area,PRC_Area
BAYES_NETWORK,0.899572792406,0.916991075574,0.939018616476,0.95932795949
NAIVE_BAYES,0.921208659208,0.930504622469,0.93960545911,0.958453500132
