Algorithm,Accuracy,F1_Score,ROC_Area,PRC_Area
BAYES_NETWORK,0.915125660612,0.932545816476,0.96127948966,0.959259290721
NAIVE_BAYES,0.918196531698,0.933844098779,0.959272676048,0.959389499546
